Age,Income,Education_Years,Experience_Years,Spending_Score,Savings,Credit_Score,Debt,Hours_Online,Purchases_Month,Website_Visits,Time_On_App,Social_Media_Usage,Product_Returns,Customer_Tenure,Satisfaction_Score,Complaints,Support_Call_Count,Ad_Clicks,Email_Open_Rate,Discount_Usage,Mobile_App_Usage,Transactions_Value,Fraud_Risk_Score,Loyalty_Points,Dropout_Probability,Market_Segment,Region_Code,Channel _ Preference,Risk_Class
50,63086.85992,16,16,9,26047.20973,646,11749.62352,1,7,31,285.78,1.32,1,73,8,0,1,12,0.7838,0.909,1,3118,0.1296,3221,0.5445,2,3,3,0
25,59753.01767,10,10,32,27578.8992,631,17918.6981,7,2,19,109.67,0.33,1,106,5,1,0,16,0.4833,0.9241,9,1563,0.4147,8343,0.9372,4,6,1,1
61,48512.36204,10,31,15,14365.39848,698,13385.03898,9,5,17,112.85,2.6,2,22,5,1,0,7,0.7152,0.7643,3,4179,0.8182,6937,0.0302,4,2,3,1
61,77699.55494,10,9,12,13918.61556,721,11918.06585,12,6,15,222.98,1.56,0,49,7,1,0,13,0.5522,0.7421,4,1130,0.5814,1596,0.0101,2,1,2,0
22,33948.72851,17,21,97,21423.33446,693,21372.01321,9,7,15,136.89,3.54,1,50,2,0,2,8,0.1574,0.0149,2,3334,0.091,9863,0.0815,5,7,1,1
56,27117.12244,10,16,78,30122.92874,561,11843.78532,10,5,23,8.58,3.62,3,80,7,0,2,8,0.0646,0.9202,9,2449,0.3323,9726,0.0579,4,4,1,0
21,39621.37895,16,3,57,31893.30931,618,21763.41934,7,5,24,275.96,1.66,0,4,1,0,0,14,0.3662,0.3515,3,3124,0.9798,9757,0.4246,3,6,3,1
23,49316.20975,19,24,8,8778.058214,641,11446.88423,12,8,27,129.23,3.35,3,50,5,0,0,11,0.9328,0.0411,0,2718,0.5445,9142,0.9403,5,5,1,1
62,53650.09174,11,20,72,28050.43864,558,27350.95173,8,5,23,61.05,1.29,0,3,6,0,3,11,0.5297,0.413,3,1642,0.2864,2492,0.6752,2,1,1,1
49,46381.45913,14,36,27,19507.5733,606,5156.193358,10,6,18,166.7,3.64,0,16,10,1,3,5,0.8022,0.7329,10,2641,0.9134,9533,0.6595,1,3,2,0
69,55280.83095,16,37,62,19662.4824,640,9259.38401,11,3,18,65.67,0.08,2,14,1,0,2,10,0.576,0.442,1,3573,0.336,8923,0.3849,3,7,1,1
47,31226.90864,18,0,12,24037.69893,628,14067.79359,11,9,32,61.81,0.76,0,64,9,0,1,6,0.9579,0.758,0,2709,0.7299,4333,0.5338,5,7,3,1
64,71656.46906,19,24,65,16152.34024,650,3095.736581,5,5,21,163.72,1.23,0,41,9,0,3,7,0.3695,0.5094,6,2428,0.1472,538,0.3042,2,3,2,0
52,48767.73232,14,35,42,28773.60506,581,-425.9168565,1,5,29,117.31,3.86,0,102,1,2,3,13,0.0571,0.2994,4,620,0.1565,8163,0.5178,3,6,3,0
57,66759.43747,16,16,62,31391.69817,627,3147.554299,2,7,21,171.9,0.33,4,68,4,0,0,11,0.7807,0.2029,8,1933,0.5613,768,0.7467,5,2,1,1
69,55140.8802,19,23,11,31690.27422,658,13247.46474,1,4,16,299.05,0.94,2,59,8,1,3,7,0.7055,0.4211,7,2110,0.2398,2856,0.5587,1,7,3,1
33,56851.29829,10,1,43,5248.681694,651,13399.73994,1,6,18,257.71,1.79,2,2,2,2,2,8,0.5275,0.0358,2,4006,0.0493,6905,0.4189,5,4,3,1
30,58546.5092,11,39,95,18162.74185,672,16997.99689,2,4,22,2.3,0.05,1,119,8,0,3,11,0.3264,0.4225,6,2534,0.9265,2121,0.8449,1,7,2,0
67,56715.6284,15,14,17,4518.155322,669,13817.99111,4,5,27,15.17,3.81,0,10,10,2,1,10,0.1883,0.0686,0,3609,0.056,5553,0.2874,1,6,1,0
59,59640.8414,13,31,97,13877.7595,630,16797.09879,7,6,14,183.02,2.8,0,75,9,0,1,11,0.4823,0.877,4,2067,0.7174,9926,0.4815,4,4,2,1
47,69937.28795,12,38,32,820.009031,656,12298.70151,9,2,17,187.88,4.5,2,103,9,3,2,12,0.6662,0.5755,7,523,0.333,13,0.9781,2,7,1,0
36,52947.81755,11,5,93,23602.13308,610,19288.89454,3,9,20,263.46,0.16,1,90,1,1,4,10,0.5789,0.646,4,4180,0.9335,4707,0.9673,4,1,2,1
34,60635.05636,15,0,85,21754.47708,636,18565.86002,8,2,20,188.72,1.36,1,101,9,0,1,14,0.4375,0.2889,1,2075,0.9861,4490,0.0063,1,6,1,1
36,48653.96459,8,22,85,16539.19115,597,13039.84428,8,5,23,68.31,3.66,1,26,4,0,0,17,0.5397,0.2258,1,4120,0.3354,8382,0.5322,2,1,2,0
45,71601.75823,16,38,40,13670.81512,703,18198.06861,7,5,17,140.55,3.38,0,4,8,2,2,18,0.108,0.7079,9,2738,0.5911,5993,0.3369,2,1,1,0
43,39854.11547,8,16,23,22512.25299,636,13856.12438,11,2,20,242.7,1.22,1,90,9,0,2,10,0.6958,0.6716,9,4656,0.773,2864,0.2912,2,5,2,0
54,77014.10649,15,33,56,11908.62343,703,5866.044508,1,5,21,276.85,2.98,0,102,3,0,3,11,0.7343,0.1227,3,6820,0.1234,7605,0.5963,3,5,3,0
43,49397.63074,11,28,6,11364.30308,666,20426.97985,2,10,21,71.07,3.97,0,28,6,0,4,11,0.0115,0.2386,2,3532,0.7095,4102,0.4463,5,3,2,1
40,28538.37347,16,8,86,10380.67038,606,9559.10372,5,2,22,161.88,0.17,2,2,3,1,2,11,0.2705,0.9466,10,1362,0.9062,1104,0.7328,1,7,3,1
26,51921.56622,18,12,50,18369.27255,663,20362.94373,2,4,25,47.68,3.59,1,66,1,1,1,7,0.0921,0.3042,5,3660,0.1785,2812,0.0271,2,3,2,0
29,39784.22514,12,5,37,15341.53944,690,16944.16063,7,6,23,149.1,1.26,0,16,10,1,3,11,0.9982,0.0258,5,3451,0.8387,6131,0.9269,3,3,3,1
18,62609.65323,10,5,64,16926.09585,646,14492.86615,5,7,21,27.03,4.74,0,57,6,2,2,11,0.5933,0.0638,7,1519,0.1156,651,0.5676,3,6,1,0
18,40210.64031,16,19,54,24174.46992,654,3738.039627,3,7,22,282.52,2.69,1,23,5,0,1,9,0.4657,0.7755,2,2208,0.5683,6628,0.6841,1,4,3,0
64,43307.2485,18,2,72,27706.37284,622,24238.47334,2,3,20,191.42,0.17,1,23,3,0,3,9,0.463,0.7572,6,2471,0.3394,9572,0.6046,4,3,1,1
51,21656.88904,16,16,49,31603.84628,651,12821.31683,4,6,28,256.27,2.02,2,77,4,1,0,12,0.9648,0.3818,9,3424,0.4717,7831,0.9891,3,2,3,0
49,43215.40521,11,11,99,20481.09582,662,18807.38152,7,9,25,299.49,4.83,1,21,2,1,3,7,0.6599,0.1532,0,1901,0.3006,801,0.9863,1,1,1,1
65,13641.8101,18,0,11,22780.71282,621,14316.15526,7,6,27,54.8,3.65,1,103,10,1,4,18,0.1687,0.4981,7,1754,0.2605,4544,0.6099,3,6,3,0
42,26241.45765,11,16,88,21510.77086,596,13371.38799,2,8,23,208.24,1.5,0,25,10,1,4,10,0.4482,0.3319,6,1593,0.7431,6428,0.684,1,4,2,1
57,61406.21984,19,2,49,6606.514409,714,16156.84703,1,7,20,266.1,2.88,0,58,4,0,2,9,0.7742,0.374,10,753,0.2231,4140,0.6186,2,7,1,0
62,61787.00238,15,25,21,17042.42355,680,15159.4337,0,4,16,172.78,3,2,37,4,0,5,6,0.4234,0.261,3,3754,0.4084,1552,0.3107,4,5,1,1
18,56381.86343,9,14,66,17079.21422,623,13398.04326,0,3,22,191.91,0.12,1,49,3,2,0,13,0.3095,0.0629,9,3099,0.2746,2792,0.1926,3,1,3,0
33,35495.35785,16,35,63,15913.49739,661,14668.11265,11,10,13,122.3,0.89,0,77,6,0,4,12,0.9912,0.7912,3,3947,0.2386,2723,0.4028,3,3,2,0
56,49284.32966,13,31,83,19672.48537,576,17562.38794,1,4,17,202.43,2.76,1,15,1,1,1,3,0.9356,0.6182,4,2143,0.6271,5576,0.6828,3,5,1,0
22,49945.96191,16,31,28,18244.15557,551,17986.91506,9,3,19,118.67,2.01,1,28,9,2,1,8,0.9416,0.8346,2,2105,0.0454,2022,0.056,5,5,1,1
39,32624.52966,15,3,17,12109.38589,704,15260.14328,10,10,19,142.99,0.95,0,67,10,0,0,8,0.1317,0.5032,9,3411,0.7889,4670,0.5143,5,5,2,0
46,72550.97453,14,17,6,18791.79237,661,18725.62194,1,12,19,30.87,3.86,2,87,3,0,1,5,0.2343,0.985,2,4067,0.5462,9622,0.4084,2,6,2,0
20,63160.43436,8,18,19,14887.59682,648,12455.58117,5,2,36,2.34,2.44,0,4,3,0,1,4,0.4421,0.9625,9,4182,0.8284,4188,0.5275,3,1,2,0
29,46685.53739,19,34,56,-953.9418153,662,28349.31829,12,3,15,16.55,1.55,2,47,3,1,3,8,0.8321,0.2718,5,1661,0.213,603,0.8602,4,4,1,0
43,50403.28758,10,39,28,8823.448638,811,23913.53165,10,2,28,57.76,0.81,0,50,7,1,3,20,0.7368,0.387,8,4136,0.7094,7028,0.0476,5,1,3,0
33,53125.74212,18,13,66,20711.31461,693,19574.65797,6,8,15,136.98,3.06,0,60,8,2,3,10,0.8497,0.7527,3,4805,0.4206,7150,0.7636,1,2,3,1
68,19373.97697,9,32,38,28735.13051,598,3350.517037,9,3,11,6.3,3.33,0,62,2,0,0,12,0.9208,0.7766,1,3506,0.0768,6896,0.6669,1,3,1,1
54,46292.33926,12,13,37,582.3739386,566,18636.11483,10,7,24,46.78,3.35,1,67,1,0,2,10,0.7808,0.9107,6,4389,0.7525,8518,0.2038,1,6,1,1
39,39770.23628,12,33,68,13036.86693,703,12980.1775,4,5,22,234.43,1.1,0,103,5,2,0,12,0.2618,0.6526,5,3628,0.7622,5962,0.7342,2,4,1,0
46,34975.69985,12,3,86,23451.63067,693,9127.915612,11,6,15,228.65,2.98,0,72,8,0,2,10,0.2854,0.4751,4,1654,0.2709,7978,0.4964,3,6,1,1
31,45783.49561,11,23,90,27025.56371,679,12827.4237,6,2,25,236.92,4.53,1,43,3,0,1,6,0.3525,0.3777,7,4121,0.916,2775,0.481,3,4,2,0
45,76965.2979,12,28,49,16639.09151,609,9792.991596,6,4,16,276.46,1.77,1,89,6,0,1,15,0.3031,0.4192,1,3466,0.764,3639,0.4831,5,3,1,1
22,59612.64292,10,18,43,14537.74113,668,18040.81856,12,9,24,35.72,1.05,1,118,3,0,2,6,0.2491,0.8504,6,1776,0.3068,8782,0.9492,1,7,1,1
64,41432.31515,19,5,36,29757.686,614,24695.96438,10,7,17,48.94,3.86,1,58,6,0,3,9,0.7525,0.98,2,2318,0.2391,1438,0.9444,2,2,1,1
66,58588.74172,8,32,58,26368.74165,683,19956.17275,4,4,16,100.07,0.88,0,105,4,0,3,12,0.034,0.0519,1,3495,0.4401,850,0.9136,4,5,2,0
47,70990.33155,12,39,13,26868.94718,699,31575.15144,0,3,21,274.54,1.27,0,52,7,0,3,10,0.7284,0.5802,9,5877,0.2928,439,0.8867,3,3,2,0
63,63869.50524,16,18,52,16255.48798,623,5678.325423,8,1,16,232.64,0.5,0,76,10,1,2,12,0.8236,0.5201,5,5160,0.217,7800,0.0376,3,5,2,0
69,50894.45555,16,0,58,28909.5539,707,11963.79177,8,5,19,97.24,1.34,0,69,1,0,4,13,0.066,0.3761,8,600,0.3991,6857,0.4006,2,3,1,1
22,40295.94833,11,4,32,4439.450137,656,9341.848846,8,2,22,26.29,2.05,2,97,1,1,3,14,0.0618,0.8516,1,3001,0.0257,6575,0.8949,5,1,2,0
29,60473.3497,10,26,81,29049.84073,675,22376.20989,12,7,14,184.91,0.32,2,46,5,0,4,8,0.2855,0.5757,1,4786,0.4014,9857,0.7551,2,6,1,0
33,55902.28078,8,15,100,19467.74277,585,13676.69786,10,6,25,77.05,4.36,0,25,9,1,3,14,0.2083,0.3131,5,2516,0.2217,2908,0.4567,5,2,1,1
43,63427.8983,9,5,60,21031.47353,662,16137.09718,5,4,20,159.35,2.57,0,25,5,0,4,8,0.5811,0.4441,3,2394,0.2643,5193,0.7733,3,6,3,1
43,59527.57703,15,39,83,12437.97874,616,18802.11319,1,6,18,282.54,2.94,2,35,4,0,3,10,0.6755,0.3568,0,2354,0.0826,1257,0.2082,5,2,2,0
65,65743.29073,8,12,58,5487.789215,674,6271.266897,6,4,26,171.79,1.86,0,61,8,0,2,6,0.6341,0.4301,2,4014,0.5889,1544,0.5998,5,3,3,1
38,41971.47183,15,34,99,20861.63318,723,11271.90622,8,4,14,277.15,3.35,2,15,5,1,2,12,0.3573,0.0713,2,3461,0.472,1905,0.533,5,2,3,0
56,69760.91098,14,18,56,24411.1564,664,20983.59572,7,5,15,117.91,2.16,0,106,1,0,2,9,0.4984,0.1119,3,3640,0.7506,1815,0.5735,5,5,2,1
53,52963.99407,15,11,28,25621.53908,605,11711.4726,6,4,17,190.01,3.81,2,90,7,1,4,13,0.64,0.6237,9,2764,0.9871,2276,0.7218,1,2,2,0
50,81128.91309,19,15,1,24758.22877,681,4718.142186,6,6,19,268.17,4.11,1,74,4,0,0,10,0.1194,0.6841,4,5099,0.1195,1450,0.9498,1,2,3,0
47,39662.18273,13,9,42,22945.29356,670,9586.422674,4,9,21,176.4,3.36,0,88,10,1,3,8,0.2295,0.6366,7,2624,0.2724,3544,0.264,1,6,1,1
54,76039.45705,19,24,82,12609.70851,753,13282.39168,3,4,26,184.47,2.46,1,35,5,2,3,8,0.8905,0.7631,0,4056,0.6825,4906,0.7581,1,2,3,1
40,52968.66175,16,19,48,26139.80858,663,16000.56312,6,3,14,214.89,3.91,1,29,6,0,1,9,0.3423,0.9435,8,509,0.2373,3634,0.6451,2,7,2,0
27,40228.72995,10,30,40,11715.02122,621,14575.12014,2,6,30,264.63,2.47,1,38,7,0,6,15,0.8012,0.8606,2,2954,0.0301,5848,0.6951,4,4,1,1
22,42741.71249,17,3,97,28856.51389,689,11314.69295,4,5,22,26.45,0.56,1,69,2,1,1,14,0.251,0.4185,3,2436,0.1098,8365,0.4289,5,7,3,0
53,45194.79038,11,22,63,19328.14505,644,20635.88063,4,6,15,101.06,0.58,0,24,1,3,1,14,0.0416,0.2175,0,3124,0.4336,9290,0.9446,2,3,3,1
51,56362.4892,13,1,76,19594.32624,654,14225.63438,7,2,18,119.31,4.74,1,19,3,2,3,11,0.5004,0.3119,4,1051,0.4308,1122,0.4797,1,1,3,0
69,57842.53232,15,21,72,26927.41295,604,16256.40817,1,3,16,272.91,1.07,1,46,10,1,3,9,0.8925,0.5877,9,4962,0.9723,7284,0.1216,5,1,2,1
48,41394.49994,12,36,88,28011.749,644,11634.26414,10,1,18,286.8,4.08,1,49,1,0,6,11,0.8193,0.8562,4,3200,0.466,5352,0.6807,4,4,3,0
27,49634.68112,10,7,80,26165.10943,652,24053.64159,7,5,17,36.11,1.23,2,44,4,0,2,7,0.2529,0.7017,9,5699,0.6781,2176,0.1289,5,6,2,1
36,82134.05538,13,6,4,13436.3372,644,12650.21337,8,7,23,35.73,2.15,2,73,6,1,3,9,0.9099,0.543,9,3941,0.4922,4837,0.3227,3,4,1,0
49,75913.14755,11,13,38,26101.3564,620,15448.1572,8,3,26,280.46,3.27,1,26,5,0,2,11,0.4797,0.6019,1,3318,0.2699,6333,0.228,3,1,1,0
18,56544.85505,16,2,27,13481.68312,664,21209.99665,3,3,22,88.73,0.79,1,25,4,0,3,7,0.049,0.5283,3,3019,0.1055,6311,0.5389,2,5,3,1
22,50570.05217,10,15,9,26303.21121,604,16680.25357,6,8,15,72.54,3.69,1,35,7,1,3,7,0.0279,0.9716,9,3797,0.8591,9884,0.3475,4,1,2,1
62,51800.4699,11,18,16,8598.694432,592,16530.53818,11,3,17,10.69,3.45,1,114,6,1,4,9,0.4851,0.8161,0,3910,0.1527,290,0.1599,2,1,3,0
21,59202.76959,14,17,56,19250.5595,685,3158.066944,9,1,18,82.68,2.72,0,36,3,0,2,17,0.5463,0.7813,8,3605,0.0969,7508,0.7908,5,7,1,0
33,34658.11152,14,15,76,13432.87088,681,19083.81001,12,5,23,208.06,2.83,1,14,9,0,2,8,0.0799,0.5173,9,5716,0.2138,1418,0.4685,4,3,2,1
41,46139.35194,19,7,31,26959.48522,585,15333.52164,9,12,23,127.81,0.53,0,56,5,1,5,6,0.9222,0.3318,8,4389,0.0025,5593,0.4544,2,1,1,1
33,24971.23889,19,32,88,28921.33419,559,18249.39062,2,4,18,155.06,2.18,0,6,10,1,3,8,0.7182,0.0195,7,2241,0.072,5310,0.8864,5,1,1,0
19,55988.34684,11,11,14,21591.97211,600,16099.27829,1,6,23,275.19,0.43,2,32,1,0,1,9,0.8013,0.0434,8,2048,0.6352,1988,0.5388,1,7,2,0
66,59707.9391,13,10,25,21328.87315,644,11645.05466,7,3,22,34.41,1.54,0,26,6,1,2,6,0.584,0.0302,7,3531,0.2435,8759,0.7099,5,2,2,0
45,42752.20307,19,4,34,25633.41698,708,20365.843,4,6,22,21.37,4.5,0,15,5,0,1,11,0.6635,0.9805,4,3224,0.3385,5638,0.3281,2,4,2,1
49,73609.80145,10,26,67,28968.91904,642,16188.75967,3,8,19,255.58,2.87,2,49,10,2,2,9,0.3879,0.1145,1,3334,0.8353,5170,0.5613,4,7,3,1
44,31613.51505,13,11,24,20298.4894,612,7263.681054,10,7,21,232.46,3.71,1,95,8,2,3,20,0.6793,0.1421,8,1053,0.7729,3038,0.7264,4,1,3,0
37,28034.3768,19,16,73,16002.5974,657,22851.10294,4,5,18,79.12,2.87,0,56,4,0,1,10,0.9782,0.4841,9,4070,0.4922,2303,0.2965,1,1,2,1
41,53366.77728,9,5,26,25178.13989,644,6417.122614,4,3,28,97.27,0.97,3,37,1,2,0,15,0.6477,0.4814,5,2552,0.613,308,0.6885,2,5,2,0
29,65706.47454,15,32,20,5130.181031,581,20405.57541,10,5,23,93.08,2.97,0,102,2,1,3,8,0.3416,0.92,5,5671,0.0858,2138,0.5688,1,7,3,0
67,75258.91537,9,4,64,27277.21232,581,23921.59063,10,11,20,194.34,3.78,2,53,8,0,2,8,0.2852,0.0735,4,3282,0.7616,2196,0.4342,3,1,2,1
52,43116.73606,18,27,10,14318.5044,583,8362.227384,4,3,21,18.36,0.69,3,58,10,1,3,7,0.9633,0.9572,9,2868,0.5162,461,0.713,5,3,1,1
50,66180.2125,14,13,83,18078.17707,774,14263.42928,10,16,27,146.82,4.08,1,101,8,1,0,16,0.185,0.2164,0,3591,0.5709,3820,0.3169,3,6,2,1
50,49422.37296,16,4,67,27328.41058,693,13704.31052,10,5,23,40.16,2.78,2,83,5,3,2,12,0.8062,0.9702,6,2212,0.6655,7959,0.7145,3,5,3,0
68,47410.5905,8,32,24,16675.92387,620,13974.17307,5,0,22,245.92,0.02,2,78,6,0,0,6,0.4653,0.5413,9,5011,0.5002,4732,0.5511,1,1,2,1
60,63254.89906,15,18,5,25179.27103,705,25981.43013,1,5,23,114.2,2.6,2,36,2,1,1,6,0.4438,0.652,1,5850,0.5217,645,0.2456,1,6,2,1
54,59784.84318,14,21,67,29111.27003,622,8431.686762,0,5,24,158.27,1.98,1,101,9,0,2,11,0.7475,0.3157,10,3878,0.4996,6014,0.6683,5,3,1,1
29,26354.11765,13,4,58,20880.26472,704,13160.59773,6,3,27,8.8,1.48,1,11,6,1,2,6,0.148,0.6118,10,3801,0.4968,9588,0.8848,1,4,2,0
20,72148.10525,13,1,27,22491.58525,654,24019.93499,4,1,16,17.48,3.86,1,27,9,0,2,9,0.4663,0.7108,9,2295,0.7502,3268,0.31,1,1,3,0
18,70701.37031,13,29,80,19044.51301,617,13062.30703,12,4,22,202.52,4.5,0,2,10,1,0,8,0.0358,0.0104,5,2990,0.4272,7915,0.8123,1,4,3,0
50,40616.55948,16,38,15,20924.78398,684,9385.321705,9,5,23,230.03,3.81,1,22,3,1,3,4,0.6704,0.0342,4,3653,0.0029,9762,0.3361,1,1,1,1
57,55937.053,9,3,35,11068.76176,657,16578.08809,9,2,26,213.01,4.23,0,66,6,1,6,4,0.0584,0.9865,7,1622,0.6121,815,0.8211,1,5,1,0
27,57410.45279,8,32,76,17650.09531,670,19833.84325,11,4,14,221.11,4.54,0,84,10,0,1,11,0.0873,0.4576,3,4893,0.9527,1905,0.0512,3,5,3,0
60,53910.10649,19,12,53,9694.355144,661,12642.95418,11,7,19,31.39,4.56,5,108,5,0,2,10,0.8448,0.9358,1,1159,0.257,8040,0.0072,3,6,2,0
61,41745.42269,13,19,44,12809.8622,660,18326.21034,4,4,17,208.04,0.57,2,112,9,1,3,7,0.443,0.7299,9,517,0.8162,4898,0.1133,5,3,3,1
46,39925.64948,17,6,26,3976.407835,690,6740.309436,2,6,22,54.52,2.28,1,17,10,0,3,10,0.201,0.373,6,5092,0.4555,3204,0.8739,4,2,1,0
30,49616.68894,18,14,47,22111.42523,779,7073.837499,9,6,24,29.4,0,3,4,1,0,2,14,0.5926,0.1508,2,3934,0.643,1129,0.5337,5,7,3,0
29,67590.93529,15,22,34,33532.81732,712,12359.48232,5,7,18,227.15,2.53,0,14,9,0,1,8,0.5193,0.9782,0,1868,0.8909,1797,0.5941,2,6,1,0
48,58154.00232,10,13,87,16351.15412,661,18540.10452,6,8,19,266.82,4.62,1,7,5,1,3,9,0.4109,0.5845,7,3187,0.771,3414,0.8422,5,6,3,1
63,44440.78502,19,22,95,27721.06872,634,19568.98789,8,4,23,215.01,1,1,79,1,1,1,8,0.9054,0.1924,9,3283,0.8846,2484,0.0506,5,3,2,0
19,61575.48066,17,18,50,29005.54253,640,7907.903715,11,6,17,241.67,3.2,1,94,10,0,4,11,0.7495,0.6817,4,3124,0.0095,6223,0.3871,1,1,2,0
68,7271.860691,8,28,84,10406.90213,587,19346.52423,5,5,28,297.33,3.22,0,16,8,0,0,8,0.1516,0.092,1,1760,0.1873,7723,0.6431,1,4,1,0
67,67231.48551,16,19,12,12129.64866,683,15999.04224,9,6,21,40.43,0.8,1,104,7,0,1,13,0.5708,0.868,6,3379,0.4235,688,0.4047,1,4,2,1
52,23904.29332,8,28,87,27926.38471,599,9724.771833,3,4,26,289.55,1.19,0,66,6,0,0,6,0.0887,0.0901,3,4397,0.8478,8767,0.0321,4,1,1,1
40,44563.38588,10,23,4,19261.2691,631,6994.869888,8,2,18,180.36,2.31,3,19,2,0,2,6,0.2447,0.2362,1,928,0.8384,6431,0.6509,1,2,2,0
34,33204.95158,15,17,87,9673.689071,684,16378.93893,0,2,19,243.98,0.94,3,1,5,0,2,14,0.9099,0.0914,5,2419,0.1851,6001,0.3914,2,2,3,0
43,30579.77786,10,9,48,14905.1233,638,22737.37934,10,10,23,195.05,2.92,3,31,3,0,6,8,0.4621,0.1038,5,1607,0.1422,7099,0.0192,3,2,2,0
25,67412.40181,11,7,55,23357.28196,625,15213.13458,0,2,22,171.01,2.42,2,119,2,2,2,7,0.8921,0.5238,5,2084,0.8347,6421,0.1705,2,1,3,1
46,42984.48198,15,25,1,13648.50661,590,9390.474904,9,4,26,211.09,2.6,0,4,10,0,4,11,0.166,0.687,8,3454,0.5414,7038,0.2176,4,7,1,1
43,55197.55823,8,28,89,-2196.294923,710,3791.866278,1,8,19,96.08,0.67,0,91,1,0,3,14,0.2053,0.7885,5,1445,0.6268,2839,0.5106,1,5,2,1
27,49296.19132,13,9,66,17423.89458,608,24176.94508,3,3,13,277.28,2.59,0,58,9,0,0,12,0.3528,0.6951,9,5084,0.8092,3074,0.1864,5,6,2,1
43,57155.61241,8,16,30,18072.05445,621,21251.10366,6,12,25,34.59,0.25,0,56,2,0,3,7,0.3663,0.3635,8,3083,0.2117,2525,0.3613,3,5,3,0
51,51152.32837,8,1,3,20073.81147,560,16812.46109,5,2,18,95.41,4.41,1,53,1,0,1,16,0.7453,0.5573,7,2536,0.1365,2017,0.7507,4,1,1,0
68,30755.11664,15,5,21,30071.06699,649,23867.9638,2,3,29,9.35,1.72,0,89,7,1,0,13,0.5994,0.9277,1,724,0.859,3378,0.8077,2,5,2,1
58,64944.00229,18,4,89,20428.18238,633,16343.5146,4,7,26,81.4,4.28,1,86,9,0,2,10,0.5532,0.3876,9,3170,0.1118,9243,0.7954,1,7,1,1
24,42593.65125,11,27,84,21943.49884,659,11813.7783,9,3,15,65.46,3.51,3,43,6,1,2,13,0.6024,0.2524,9,3066,0.0882,8278,0.6951,4,2,1,1
21,26651.27152,19,4,49,28444.29579,591,18330.79347,8,6,18,14.89,3.83,1,74,8,0,6,6,0.7322,0.5193,4,1410,0.2771,3097,0.5418,4,5,2,0
67,43578.27259,8,17,86,20082.75213,687,10021.64594,1,4,29,147.53,1.57,0,114,7,0,1,8,0.8928,0.2973,5,1809,0.3168,7524,0.5506,5,1,3,1
62,72511.39686,17,25,85,37092.16596,558,9026.113093,9,4,18,140.59,1.14,2,97,9,1,1,7,0.4147,0.2618,3,5065,0.2411,6448,0.9534,5,6,1,1
28,62753.32613,14,19,62,9890.333648,645,19629.64266,1,0,16,23.32,2.03,0,49,7,0,4,11,0.8029,0.7788,0,2532,0.7416,1277,0.8779,5,5,1,1
46,44770.21798,12,26,97,12526.8183,656,20134.55261,7,9,14,78.56,0.12,2,112,6,2,4,9,0.4951,0.8908,5,3053,0.9734,6766,0.6498,2,5,2,1
53,44761.13444,12,11,38,24911.66727,653,7357.570317,3,5,14,286,4.59,2,108,1,0,1,7,0.7221,0.5023,1,3663,0.1996,8711,0.4685,5,5,1,1
42,45175.47423,8,6,15,30034.50826,658,7579.213905,7,1,23,33.22,1.94,0,60,9,0,1,7,0.8748,0.7798,2,2815,0.7819,6070,0.7291,4,5,2,0
38,81151.21975,17,2,52,18393.64003,689,12329.70184,3,5,16,91.51,4.94,0,94,10,0,1,10,0.0322,0.1871,5,4624,0.0442,6996,0.0627,4,6,1,1
53,55729.03178,18,9,79,11915.03063,716,10732.171,12,3,22,10.76,3.81,1,94,5,2,1,6,0.5466,0.5476,9,2122,0.1189,7353,0.9446,4,1,3,1
27,56450.62471,13,33,46,34087.91668,642,17858.93258,4,3,20,44.67,0.4,2,16,2,0,2,11,0.9894,0.6362,8,2489,0.5151,8578,0.5476,3,3,3,0
54,65454.25181,16,24,25,13661.04884,602,15288.29903,3,7,17,209.82,3.3,0,73,8,0,3,7,0.4962,0.4907,10,2506,0.9996,7667,0.5028,3,5,3,1
26,53581.83739,16,34,21,22712.43561,678,21989.43755,3,9,19,110.01,1.35,1,81,4,0,4,11,0.8643,0.1169,5,2047,0.9494,13,0.2908,2,3,3,1
41,46114.36781,15,15,88,30513.21449,636,16903.54635,11,5,23,135.62,1.22,2,99,3,0,2,14,0.1859,0.7341,6,1946,0.1119,7397,0.0034,5,6,2,1
52,47054.75226,12,1,5,16467.15821,713,11132.53902,8,5,18,47.09,1.28,1,60,1,0,0,13,0.6043,0.8391,8,3035,0.2397,4186,0.0612,4,1,2,0
66,48925.98111,8,23,70,15022.9773,620,3653.226829,9,4,26,204.64,4.58,1,114,5,1,0,12,0.8703,0.6352,7,4620,0.9458,3475,0.263,5,4,2,1
52,49441.66645,16,9,47,15570.49806,607,16076.73591,11,2,18,225.46,2.5,1,47,3,0,1,7,0.4315,0.1692,2,1586,0.1507,3,0.5415,4,7,2,0
65,60914.44315,8,37,87,27212.41005,657,4738.031339,11,6,21,54.33,3.35,1,15,4,0,2,13,0.4867,0.0746,4,2774,0.7428,3290,0.0836,3,3,2,0
53,50779.18829,15,21,68,28481.18164,563,11058.26858,9,8,16,13.5,1.4,0,63,9,0,1,13,0.082,0.3016,9,3916,0.0011,7930,0.9721,4,1,3,1
35,60989.60116,12,25,91,20269.80313,627,10669.63933,2,6,21,24.28,2.61,1,112,7,0,2,14,0.0422,0.037,1,5375,0.6317,9794,0.411,2,4,1,0
